Date,Close,High,Low,Open,Volume,Ticker
,^KLSE,^KLSE,^KLSE,^KLSE,^KLSE,
2025-02-27,1586.5999755859375,1588.2900390625,1583.449951171875,1587.989990234375,199594400,^KLSE
2025-02-28,1574.699951171875,1581.969970703125,1573.8199462890625,1581.969970703125,587048700,^KLSE
2025-03-03,1571.3900146484375,1580.800048828125,1568.5899658203125,1572.27001953125,170194100,^KLSE
2025-03-04,1555.6600341796875,1564.260009765625,1555.0400390625,1561.699951171875,219136200,^KLSE
2025-03-05,1564.4200439453125,1569.6099853515625,1560.56005859375,1560.56005859375,241461300,^KLSE
2025-03-06,1558.9100341796875,1569.4300537109375,1554.8499755859375,1568.949951171875,221145000,^KLSE
2025-03-07,1547.27001953125,1556.4599609375,1543.2099609375,1555.75,202245800,^KLSE
2025-03-10,1536.4599609375,1550.0,1536.4599609375,1545.5799560546875,190074000,^KLSE
2025-03-11,1520.1500244140625,1527.18994140625,1514.47998046875,1526.010009765625,275241700,^KLSE
2025-03-12,1484.8299560546875,1505.3299560546875,1478.8399658203125,1504.7099609375,411940800,^KLSE
2025-03-13,1510.030029296875,1513.969970703125,1487.0,1488.7900390625,298233900,^KLSE
2025-03-14,1512.1500244140625,1516.25,1493.2900390625,1499.949951171875,244594300,^KLSE
2025-03-17,1527.81005859375,1531.6300048828125,1517.5799560546875,1517.5799560546875,228162100,^KLSE
2025-03-19,1517.6600341796875,1523.3900146484375,1512.2099609375,1513.2900390625,293983100,^KLSE
2025-03-20,1504.1600341796875,1524.22998046875,1504.1400146484375,1522.4000244140625,260956200,^KLSE
2025-03-21,1505.449951171875,1513.22998046875,1503.7099609375,1503.8699951171875,463348500,^KLSE
2025-03-24,1503.8199462890625,1508.9000244140625,1502.97998046875,1506.5,143484800,^KLSE
2025-03-25,1513.5999755859375,1515.8699951171875,1509.4000244140625,1510.0699462890625,234960900,^KLSE
2025-03-26,1518.050048828125,1525.72998046875,1514.6500244140625,1516.6099853515625,227859000,^KLSE
2025-03-27,1535.72998046875,1535.72998046875,1512.81005859375,1513.0799560546875,251004300,^KLSE
2025-03-28,1513.6500244140625,1533.52001953125,1513.6500244140625,1531.5699462890625,214329300,^KLSE
2025-04-02,1526.52001953125,1526.52001953125,1514.0799560546875,1517.1400146484375,192846200,^KLSE
2025-04-03,1518.9100341796875,1524.4100341796875,1512.3199462890625,1517.300048828125,135519700,^KLSE
2025-04-04,1504.1400146484375,1515.739990234375,1500.9000244140625,1509.010009765625,167969200,^KLSE
2025-04-07,1443.800048828125,1475.31005859375,1419.050048828125,1475.31005859375,433196400,^KLSE
2025-04-08,1443.56005859375,1454.5799560546875,1440.8900146484375,1451.4300537109375,270115200,^KLSE
2025-04-09,1400.5899658203125,1438.989990234375,1386.6300048828125,1437.010009765625,388230000,^KLSE
2025-04-10,1463.1300048828125,1473.3599853515625,1453.1300048828125,1464.300048828125,329775100,^KLSE
2025-04-11,1454.760009765625,1462.1500244140625,1434.9200439453125,1441.6600341796875,222545200,^KLSE
2025-04-14,1480.8599853515625,1480.8599853515625,1472.1400146484375,1474.050048828125,170780900,^KLSE
2025-04-15,1486.4300537109375,1489.9000244140625,1480.02001953125,1484.010009765625,160107300,^KLSE
2025-04-16,1476.9200439453125,1487.5,1472.8399658203125,1486.449951171875,127491300,^KLSE
2025-04-17,1483.27001953125,1487.27001953125,1473.2099609375,1475.1700439453125,147707100,^KLSE
2025-04-18,1499.4000244140625,1499.4000244140625,1480.52001953125,1481.6400146484375,92423500,^KLSE
2025-04-21,1499.469970703125,1502.0799560546875,1494.27001953125,1502.0799560546875,90688500,^KLSE
2025-04-22,1486.25,1492.43994140625,1482.699951171875,1492.43994140625,146820900,^KLSE
2025-04-23,1501.18994140625,1501.18994140625,1493.260009765625,1497.3599853515625,185262000,^KLSE
2025-04-24,1506.52001953125,1507.449951171875,1500.4000244140625,1500.550048828125,177143300,^KLSE
2025-04-25,1509.199951171875,1512.2900390625,1505.6800537109375,1511.6400146484375,144754400,^KLSE
2025-04-28,1521.5899658203125,1521.5899658203125,1511.47998046875,1511.8299560546875,115127200,^KLSE
2025-04-29,1515.56005859375,1524.5,1515.56005859375,1520.97998046875,124750500,^KLSE
2025-04-30,1540.219970703125,1540.219970703125,1518.0699462890625,1518.0699462890625,193655400,^KLSE
2025-05-02,1542.489990234375,1542.489990234375,1532.22998046875,1537.4200439453125,197063700,^KLSE
2025-05-05,1539.5400390625,1548.949951171875,1534.52001953125,1541.780029296875,165133400,^KLSE
2025-05-06,1536.800048828125,1544.97998046875,1533.1500244140625,1540.6400146484375,156487400,^KLSE
2025-05-07,1549.9000244140625,1549.9000244140625,1536.56005859375,1536.56005859375,227016800,^KLSE
2025-05-08,1542.739990234375,1551.5899658203125,1541.449951171875,1550.2099609375,224050100,^KLSE
2025-05-09,1546.5,1547.739990234375,1542.739990234375,1544.989990234375,135391100,^KLSE
2025-05-13,1582.3900146484375,1582.550048828125,1561.3900146484375,1561.3900146484375,386090800,^KLSE
2025-05-14,1583.510009765625,1583.6700439453125,1573.43994140625,1583.22998046875,230706300,^KLSE
2025-05-15,1573.02001953125,1586.8499755859375,1572.27001953125,1582.75,182969300,^KLSE
2025-05-16,1571.75,1580.06005859375,1568.699951171875,1575.5999755859375,176460500,^KLSE
2025-05-19,1556.1400146484375,1566.5699462890625,1550.9300537109375,1566.5699462890625,183818900,^KLSE
